fecha,dia_semana,producto,unidades_producidas_formula_ingenua,unidades_vendidas,unidades_desperdiciadas,ventas_perdidas_por_faltante,precio_unitario,costo_produccion_unitario,en_promocion,evento_especial,ingreso,costo_desperdicio_pesos
2025-10-21,Tuesday,Glaseada Clásica,252,191,61,0,18,6.5,False,,3438,396.5
2025-10-22,Wednesday,Glaseada Clásica,254,196,58,0,18,6.5,False,,3528,377.0
2025-10-23,Thursday,Glaseada Clásica,247,219,28,0,18,6.5,False,,3942,182.0
2025-10-24,Friday,Glaseada Clásica,247,247,0,93,18,6.5,False,,4446,0.0
2025-10-25,Saturday,Glaseada Clásica,258,258,0,85,18,6.5,False,,4644,0.0
2025-10-26,Sunday,Glaseada Clásica,250,250,0,84,18,6.5,False,,4500,0.0
2025-10-27,Monday,Glaseada Clásica,253,163,90,0,18,6.5,False,,2934,585.0
2025-10-28,Tuesday,Glaseada Clásica,255,200,55,0,18,6.5,False,,3600,357.5
2025-10-29,Wednesday,Glaseada Clásica,256,190,66,0,18,6.5,False,,3420,429.0
2025-10-30,Thursday,Glaseada Clásica,256,247,9,0,18,6.5,False,Quincena,4446,58.5
2025-10-31,Friday,Glaseada Clásica,260,260,0,85,18,6.5,False,Quincena,4680,0.0
2025-11-01,Saturday,Glaseada Clásica,260,260,0,183,18,6.5,False,Quincena,4680,0.0
2025-11-02,Sunday,Glaseada Clásica,275,275,0,9,18,6.5,False,,4950,0.0
2025-11-03,Monday,Glaseada Clásica,267,137,130,0,18,6.5,False,,2466,845.0
2025-11-04,Tuesday,Glaseada Clásica,264,203,61,0,18,6.5,False,,3654,396.5
2025-11-05,Wednesday,Glaseada Clásica,264,218,46,0,18,6.5,False,,3924,299.0
2025-11-06,Thursday,Glaseada Clásica,268,231,37,0,18,6.5,False,,4158,240.5
2025-11-07,Friday,Glaseada Clásica,266,266,0,45,18,6.5,False,,4788,0.0
2025-11-08,Saturday,Glaseada Clásica,261,261,0,74,18,6.5,False,,4698,0.0
2025-11-09,Sunday,Glaseada Clásica,246,246,0,90,18,6.5,False,,4428,0.0
2025-11-10,Monday,Glaseada Clásica,253,136,117,0,18,6.5,False,,2448,760.5
2025-11-11,Tuesday,Glaseada Clásica,253,215,38,0,18,6.5,False,,3870,247.0
2025-11-12,Wednesday,Glaseada Clásica,255,199,56,0,18,6.5,False,,3582,364.0
2025-11-13,Thursday,Glaseada Clásica,252,252,0,31,18,6.5,False,,4536,0.0
2025-11-14,Friday,Glaseada Clásica,259,259,0,63,18,6.5,False,,4662,0.0
2025-11-15,Saturday,Glaseada Clásica,261,261,0,183,18,6.5,False,Quincena,4698,0.0
2025-11-16,Sunday,Glaseada Clásica,276,276,0,62,18,6.5,False,,4968,0.0
2025-11-17,Monday,Glaseada Clásica,277,162,115,0,18,6.5,False,,2916,747.5
2025-11-18,Tuesday,Glaseada Clásica,280,219,61,0,18,6.5,False,,3942,396.5
2025-11-19,Wednesday,Glaseada Clásica,281,222,59,0,18,6.5,False,,3996,383.5
2025-11-20,Thursday,Glaseada Clásica,284,260,24,0,18,6.5,False,,4680,156.0
2025-11-21,Friday,Glaseada Clásica,281,281,0,27,18,6.5,False,,5058,0.0
2025-11-22,Saturday,Glaseada Clásica,279,279,0,67,18,6.5,False,,5022,0.0
2025-11-23,Sunday,Glaseada Clásica,265,265,0,91,18,6.5,False,,4770,0.0
2025-11-24,Monday,Glaseada Clásica,268,166,102,0,18,6.5,False,,2988,663.0
2025-11-25,Tuesday,Glaseada Clásica,268,225,43,0,18,6.5,False,,4050,279.5
2025-11-26,Wednesday,Glaseada Clásica,269,221,48,0,18,6.5,False,,3978,312.0
2025-11-27,Thursday,Glaseada Clásica,269,230,39,0,18,6.5,False,,4140,253.5
2025-11-28,Friday,Glaseada Clásica,265,265,0,65,18,6.5,False,,4770,0.0
2025-11-29,Saturday,Glaseada Clásica,268,268,0,110,18,6.5,False,,4824,0.0
2025-11-30,Sunday,Glaseada Clásica,272,272,0,111,18,6.5,False,Quincena,4896,0.0
2025-12-01,Monday,Glaseada Clásica,276,187,89,0,18,6.5,False,Quincena,3366,578.5
2025-12-02,Tuesday,Glaseada Clásica,279,181,98,0,18,6.5,False,,3258,637.0
2025-12-03,Wednesday,Glaseada Clásica,273,220,53,0,18,6.5,False,,3960,344.5
2025-12-04,Thursday,Glaseada Clásica,273,215,58,0,18,6.5,False,,3870,377.0
2025-12-05,Friday,Glaseada Clásica,271,271,0,34,18,6.5,False,,4878,0.0
2025-12-06,Saturday,Glaseada Clásica,267,267,0,143,18,6.5,False,,4806,0.0
2025-12-07,Sunday,Glaseada Clásica,272,272,0,47,18,6.5,False,,4896,0.0
2025-12-08,Monday,Glaseada Clásica,262,175,87,0,18,6.5,False,,3150,565.5
2025-12-09,Tuesday,Glaseada Clásica,261,193,68,0,18,6.5,False,,3474,442.0
2025-12-10,Wednesday,Glaseada Clásica,262,210,52,0,18,6.5,False,,3780,338.0
2025-12-11,Thursday,Glaseada Clásica,261,236,25,0,18,6.5,False,,4248,162.5
2025-12-12,Friday,Glaseada Clásica,264,264,0,67,18,6.5,False,,4752,0.0
2025-12-13,Saturday,Glaseada Clásica,268,268,0,118,18,6.5,False,,4824,0.0
2025-12-14,Sunday,Glaseada Clásica,264,264,0,113,18,6.5,True,,4752,0.0
2025-12-15,Monday,Glaseada Clásica,273,196,77,0,18,6.5,False,Quincena,3528,500.5
2025-12-16,Tuesday,Glaseada Clásica,276,211,65,0,18,6.5,False,,3798,422.5
2025-12-17,Wednesday,Glaseada Clásica,278,191,87,0,18,6.5,False,,3438,565.5
2025-12-18,Thursday,Glaseada Clásica,275,275,0,71,18,6.5,True,,4950,0.0
2025-12-19,Friday,Glaseada Clásica,291,291,0,53,18,6.5,False,,5238,0.0
2025-12-20,Saturday,Glaseada Clásica,293,293,0,67,18,6.5,False,,5274,0.0
2025-12-21,Sunday,Glaseada Clásica,289,289,0,23,18,6.5,False,,5202,0.0
2025-12-22,Monday,Glaseada Clásica,280,145,135,0,18,6.5,False,,2610,877.5
2025-12-23,Tuesday,Glaseada Clásica,273,205,68,0,18,6.5,False,,3690,442.0
2025-12-24,Wednesday,Glaseada Clásica,272,229,43,0,18,6.5,False,,4122,279.5
2025-12-25,Thursday,Glaseada Clásica,277,230,47,0,18,6.5,False,,4140,305.5
2025-12-26,Friday,Glaseada Clásica,261,261,0,68,18,6.5,False,,4698,0.0
2025-12-27,Saturday,Glaseada Clásica,259,259,0,124,18,6.5,False,,4662,0.0
2025-12-28,Sunday,Glaseada Clásica,262,262,0,61,18,6.5,False,,4716,0.0
2025-12-29,Monday,Glaseada Clásica,263,156,107,0,18,6.5,False,,2808,695.5
2025-12-30,Tuesday,Glaseada Clásica,265,235,30,0,18,6.5,False,Quincena,4230,195.0
2025-12-31,Wednesday,Glaseada Clásica,269,260,9,0,18,6.5,False,Quincena,4680,58.5
2025-01-01,Wednesday,Chocolate Rellena,160,149,11,0,24,9.0,False,Quincena,3576,99.0
2025-01-02,Thursday,Chocolate Rellena,149,138,11,0,24,9.0,False,,3312,99.0
2025-01-03,Friday,Chocolate Rellena,144,144,0,39,24,9.0,False,,3456,0.0
2025-01-04,Saturday,Chocolate Rellena,157,157,0,70,24,9.0,False,,3768,0.0
2025-01-05,Sunday,Chocolate Rellena,174,174,0,13,24,9.0,False,,4176,0.0
2025-01-06,Monday,Chocolate Rellena,177,98,79,0,24,9.0,False,,2352,711.0
2025-01-07,Tuesday,Chocolate Rellena,164,113,51,0,24,9.0,False,,2712,459.0
2025-01-08,Wednesday,Chocolate Rellena,156,140,16,0,24,9.0,False,,3360,144.0
2025-01-09,Thursday,Chocolate Rellena,155,155,0,182,24,9.0,False,Día de la Policía,3720,0.0
2025-01-10,Friday,Chocolate Rellena,184,184,0,18,24,9.0,False,,4416,0.0
2025-01-11,Saturday,Chocolate Rellena,186,186,0,28,24,9.0,False,,4464,0.0
2025-01-12,Sunday,Chocolate Rellena,184,184,0,14,24,9.0,False,,4416,0.0
2025-01-13,Monday,Chocolate Rellena,186,96,90,0,24,9.0,False,,2304,810.0
2025-01-14,Tuesday,Chocolate Rellena,186,122,64,0,24,9.0,False,,2928,576.0
2025-01-15,Wednesday,Chocolate Rellena,187,120,67,0,24,9.0,False,Quincena,2880,603.0
2025-01-16,Thursday,Chocolate Rellena,184,152,32,0,24,9.0,False,,3648,288.0
2025-01-17,Friday,Chocolate Rellena,158,158,0,53,24,9.0,False,,3792,0.0
2025-01-18,Saturday,Chocolate Rellena,159,159,0,63,24,9.0,False,,3816,0.0
2025-01-19,Sunday,Chocolate Rellena,160,160,0,42,24,9.0,False,,3840,0.0
2025-01-20,Monday,Chocolate Rellena,161,104,57,0,24,9.0,False,,2496,513.0
2025-01-21,Tuesday,Chocolate Rellena,162,119,43,0,24,9.0,False,,2856,387.0
2025-01-22,Wednesday,Chocolate Rellena,161,141,20,0,24,9.0,False,,3384,180.0
2025-01-23,Thursday,Chocolate Rellena,164,147,17,0,24,9.0,False,,3528,153.0
2025-01-24,Friday,Chocolate Rellena,164,164,0,56,24,9.0,False,,3936,0.0
2025-01-25,Saturday,Chocolate Rellena,165,165,0,37,24,9.0,False,,3960,0.0
2025-01-26,Sunday,Chocolate Rellena,162,162,0,65,24,9.0,False,,3888,0.0
2025-01-27,Monday,Chocolate Rellena,166,110,56,0,24,9.0,False,,2640,504.0
2025-01-28,Tuesday,Chocolate Rellena,167,131,36,0,24,9.0,False,,3144,324.0
2025-01-29,Wednesday,Chocolate Rellena,168,152,16,0,24,9.0,False,,3648,144.0
2025-01-30,Thursday,Chocolate Rellena,170,170,0,24,24,9.0,False,Quincena,4080,0.0
2025-01-31,Friday,Chocolate Rellena,177,177,0,96,24,9.0,False,Quincena,4248,0.0
2025-02-01,Saturday,Chocolate Rellena,184,184,0,76,24,9.0,False,Quincena,4416,0.0
2025-02-02,Sunday,Chocolate Rellena,192,188,4,0,24,9.0,False,,4512,36.0
2025-02-03,Monday,Chocolate Rellena,187,90,97,0,24,9.0,False,,2160,873.0
2025-02-04,Tuesday,Chocolate Rellena,184,125,59,0,24,9.0,False,,3000,531.0
2025-02-05,Wednesday,Chocolate Rellena,183,148,35,0,24,9.0,False,,3552,315.0
2025-02-06,Thursday,Chocolate Rellena,183,139,44,0,24,9.0,False,,3336,396.0
2025-02-07,Friday,Chocolate Rellena,175,175,0,27,24,9.0,False,,4200,0.0
2025-02-08,Saturday,Chocolate Rellena,165,165,0,47,24,9.0,False,,3960,0.0
2025-02-09,Sunday,Chocolate Rellena,158,158,0,66,24,9.0,False,,3792,0.0
2025-02-10,Monday,Chocolate Rellena,163,129,34,0,24,9.0,True,,3096,306.0
2025-02-11,Tuesday,Chocolate Rellena,168,141,27,0,24,9.0,False,,3384,243.0
2025-02-12,Wednesday,Chocolate Rellena,171,148,23,0,24,9.0,False,,3552,207.0
2025-02-13,Thursday,Chocolate Rellena,171,164,7,0,24,9.0,False,,3936,63.0
2025-02-14,Friday,Chocolate Rellena,174,174,0,32,24,9.0,False,,4176,0.0
2025-02-15,Saturday,Chocolate Rellena,175,175,0,116,24,9.0,False,Quincena,4200,0.0
2025-02-16,Sunday,Chocolate Rellena,186,186,0,11,24,9.0,False,,4464,0.0
2025-02-17,Monday,Chocolate Rellena,182,110,72,0,24,9.0,False,,2640,648.0
2025-02-18,Tuesday,Chocolate Rellena,180,152,28,0,24,9.0,False,,3648,252.0
2025-02-19,Wednesday,Chocolate Rellena,181,162,19,0,24,9.0,False,,3888,171.0
2025-02-20,Thursday,Chocolate Rellena,183,157,26,0,24,9.0,False,,3768,234.0
2025-02-21,Friday,Chocolate Rellena,182,182,0,6,24,9.0,False,,4368,0.0
2025-02-22,Saturday,Chocolate Rellena,180,180,0,85,24,9.0,False,,4320,0.0
2025-02-23,Sunday,Chocolate Rellena,176,176,0,28,24,9.0,False,,4224,0.0
2025-02-24,Monday,Chocolate Rellena,177,120,57,0,24,9.0,False,,2880,513.0
2025-02-25,Tuesday,Chocolate Rellena,178,134,44,0,24,9.0,False,,3216,396.0
2025-02-26,Wednesday,Chocolate Rellena,176,142,34,0,24,9.0,False,,3408,306.0
2025-02-27,Thursday,Chocolate Rellena,173,173,0,2,24,9.0,False,,4152,0.0
2025-02-28,Friday,Chocolate Rellena,175,175,0,29,24,9.0,False,,4200,0.0
2025-03-01,Saturday,Chocolate Rellena,178,178,0,99,24,9.0,False,Quincena,4272,0.0
2025-03-02,Sunday,Chocolate Rellena,179,179,0,91,24,9.0,True,,4296,0.0
2025-03-03,Monday,Chocolate Rellena,189,94,95,0,24,9.0,False,,2256,855.0
2025-03-04,Tuesday,Chocolate Rellena,185,139,46,0,24,9.0,False,,3336,414.0
2025-03-05,Wednesday,Chocolate Rellena,186,142,44,0,24,9.0,False,,3408,396.0
2025-03-06,Thursday,Chocolate Rellena,186,186,0,31,24,9.0,True,,4464,0.0
2025-03-07,Friday,Chocolate Rellena,192,192,0,14,24,9.0,False,,4608,0.0
2025-03-08,Saturday,Chocolate Rellena,192,192,0,30,24,9.0,False,,4608,0.0
2025-03-09,Sunday,Chocolate Rellena,184,184,0,17,24,9.0,False,,4416,0.0
2025-03-10,Monday,Chocolate Rellena,174,93,81,0,24,9.0,False,,2232,729.0
2025-03-11,Tuesday,Chocolate Rellena,174,126,48,0,24,9.0,False,,3024,432.0
2025-03-12,Wednesday,Chocolate Rellena,172,145,27,0,24,9.0,False,,3480,243.0
2025-03-13,Thursday,Chocolate Rellena,173,160,13,0,24,9.0,False,,3840,117.0
2025-03-14,Friday,Chocolate Rellena,165,165,0,34,24,9.0,False,,3960,0.0
2025-03-15,Saturday,Chocolate Rellena,164,164,0,103,24,9.0,False,Quincena,3936,0.0
2025-03-16,Sunday,Chocolate Rellena,170,170,0,35,24,9.0,False,,4080,0.0
2025-03-17,Monday,Chocolate Rellena,171,135,36,0,24,9.0,True,,3240,324.0
2025-03-18,Tuesday,Chocolate Rellena,177,141,36,0,24,9.0,False,,3384,324.0
2025-03-19,Wednesday,Chocolate Rellena,179,123,56,0,24,9.0,False,,2952,504.0
2025-03-20,Thursday,Chocolate Rellena,176,162,14,0,24,9.0,False,,3888,126.0
2025-03-21,Friday,Chocolate Rellena,176,176,0,23,24,9.0,False,,4224,0.0
2025-03-22,Saturday,Chocolate Rellena,176,176,0,47,24,9.0,False,,4224,0.0
2025-03-23,Sunday,Chocolate Rellena,170,170,0,43,24,9.0,False,,4080,0.0
2025-03-24,Monday,Chocolate Rellena,171,106,65,0,24,9.0,False,,2544,585.0
2025-03-25,Tuesday,Chocolate Rellena,167,135,32,0,24,9.0,False,,3240,288.0
2025-03-26,Wednesday,Chocolate Rellena,166,132,34,0,24,9.0,False,,3168,306.0
2025-03-27,Thursday,Chocolate Rellena,167,167,0,0,24,9.0,False,,4008,0.0
2025-03-28,Friday,Chocolate Rellena,168,168,0,37,24,9.0,False,,4032,0.0
2025-03-29,Saturday,Chocolate Rellena,169,169,0,86,24,9.0,False,,4056,0.0
2025-03-30,Sunday,Chocolate Rellena,173,173,0,32,24,9.0,False,Quincena,4152,0.0
2025-03-31,Monday,Chocolate Rellena,172,132,40,0,24,9.0,False,Quincena,3168,360.0
2025-04-01,Tuesday,Chocolate Rellena,176,152,24,0,24,9.0,False,Quincena,3648,216.0
2025-04-02,Wednesday,Chocolate Rellena,178,173,5,0,24,9.0,True,,4152,45.0
2025-04-03,Thursday,Chocolate Rellena,184,159,25,0,24,9.0,False,,3816,225.0
2025-04-04,Friday,Chocolate Rellena,183,183,0,13,24,9.0,False,,4392,0.0
2025-04-05,Saturday,Chocolate Rellena,182,182,0,55,24,9.0,False,,4368,0.0
2025-04-06,Sunday,Chocolate Rellena,179,179,0,37,24,9.0,False,,4296,0.0
2025-04-07,Monday,Chocolate Rellena,181,122,59,0,24,9.0,False,,2928,531.0
2025-04-08,Tuesday,Chocolate Rellena,179,140,39,0,24,9.0,False,,3360,351.0
2025-04-09,Wednesday,Chocolate Rellena,178,133,45,0,24,9.0,False,,3192,405.0
2025-04-10,Thursday,Chocolate Rellena,172,158,14,0,24,9.0,False,,3792,126.0
2025-04-11,Friday,Chocolate Rellena,172,172,0,62,24,9.0,False,,4128,0.0
2025-04-12,Saturday,Chocolate Rellena,177,177,0,78,24,9.0,False,,4248,0.0
2025-04-13,Sunday,Chocolate Rellena,180,180,0,70,24,9.0,False,,4320,0.0
2025-04-14,Monday,Chocolate Rellena,185,121,64,0,24,9.0,False,,2904,576.0
2025-04-15,Tuesday,Chocolate Rellena,184,147,37,0,24,9.0,False,Quincena,3528,333.0
2025-04-16,Wednesday,Chocolate Rellena,185,120,65,0,24,9.0,False,,2880,585.0
2025-04-17,Thursday,Chocolate Rellena,184,163,21,0,24,9.0,False,,3912,189.0
2025-04-18,Friday,Chocolate Rellena,184,184,0,59,24,9.0,False,,4416,0.0
2025-04-19,Saturday,Chocolate Rellena,186,186,0,69,24,9.0,False,,4464,0.0
2025-04-20,Sunday,Chocolate Rellena,186,186,0,167,24,9.0,False,Feria Local de Primavera,4464,0.0
2025-04-21,Monday,Chocolate Rellena,200,188,12,0,24,9.0,False,Feria Local de Primavera,4512,108.0
2025-04-22,Tuesday,Chocolate Rellena,210,179,31,0,24,9.0,False,Feria Local de Primavera,4296,279.0
2025-04-23,Wednesday,Chocolate Rellena,214,214,0,95,24,9.0,True,Feria Local de Primavera,5136,0.0
2025-04-24,Thursday,Chocolate Rellena,241,241,0,13,24,9.0,False,Feria Local de Primavera,5784,0.0
2025-04-25,Friday,Chocolate Rellena,254,254,0,158,24,9.0,True,Feria Local de Primavera,6096,0.0
2025-04-26,Saturday,Chocolate Rellena,279,279,0,87,24,9.0,False,Feria Local de Primavera,6696,0.0
2025-04-27,Sunday,Chocolate Rellena,294,294,0,38,24,9.0,False,Feria Local de Primavera,7056,0.0
2025-04-28,Monday,Chocolate Rellena,291,161,130,0,24,9.0,False,Feria Local de Primavera,3864,1170.0
2025-04-29,Tuesday,Chocolate Rellena,288,209,79,0,24,9.0,False,Feria Local de Primavera,5016,711.0
2025-04-30,Wednesday,Chocolate Rellena,292,234,58,0,24,9.0,False,Feria Local de Primavera,5616,522.0
2025-05-01,Thursday,Chocolate Rellena,281,171,110,0,24,9.0,False,Quincena,4104,990.0
2025-05-02,Friday,Chocolate Rellena,269,217,52,0,24,9.0,False,,5208,468.0
2025-05-03,Saturday,Chocolate Rellena,241,241,0,8,24,9.0,False,,5784,0.0
2025-05-04,Sunday,Chocolate Rellena,225,197,28,0,24,9.0,False,,4728,252.0
2025-05-05,Monday,Chocolate Rellena,205,103,102,0,24,9.0,False,,2472,918.0
2025-05-06,Tuesday,Chocolate Rellena,197,116,81,0,24,9.0,False,,2784,729.0
2025-05-07,Wednesday,Chocolate Rellena,184,149,35,0,24,9.0,False,,3576,315.0
2025-05-08,Thursday,Chocolate Rellena,172,150,22,0,24,9.0,False,,3600,198.0
2025-05-09,Friday,Chocolate Rellena,169,169,0,53,24,9.0,False,,4056,0.0
2025-05-10,Saturday,Chocolate Rellena,169,169,0,99,24,9.0,False,,4056,0.0
2025-05-11,Sunday,Chocolate Rellena,172,172,0,29,24,9.0,False,,4128,0.0
2025-05-12,Monday,Chocolate Rellena,173,106,67,0,24,9.0,False,,2544,603.0
2025-05-13,Tuesday,Chocolate Rellena,173,129,44,0,24,9.0,False,,3096,396.0
2025-05-14,Wednesday,Chocolate Rellena,175,152,23,0,24,9.0,False,,3648,207.0
2025-05-15,Thursday,Chocolate Rellena,175,175,0,20,24,9.0,False,Quincena,4200,0.0
2025-05-16,Friday,Chocolate Rellena,182,182,0,4,24,9.0,False,,4368,0.0
2025-05-17,Saturday,Chocolate Rellena,177,177,0,73,24,9.0,False,,4248,0.0
2025-05-18,Sunday,Chocolate Rellena,174,174,0,42,24,9.0,False,,4176,0.0
2025-05-19,Monday,Chocolate Rellena,176,152,24,0,24,9.0,True,,3648,216.0
2025-05-20,Tuesday,Chocolate Rellena,183,122,61,0,24,9.0,False,,2928,549.0
2025-05-21,Wednesday,Chocolate Rellena,182,140,42,0,24,9.0,False,,3360,378.0
2025-05-22,Thursday,Chocolate Rellena,180,170,10,0,24,9.0,False,,4080,90.0
2025-05-23,Friday,Chocolate Rellena,177,177,0,66,24,9.0,False,,4248,0.0
2025-05-24,Saturday,Chocolate Rellena,185,185,0,46,24,9.0,False,,4440,0.0
2025-05-25,Sunday,Chocolate Rellena,182,182,0,26,24,9.0,False,,4368,0.0
2025-05-26,Monday,Chocolate Rellena,181,114,67,0,24,9.0,False,,2736,603.0
2025-05-27,Tuesday,Chocolate Rellena,175,137,38,0,24,9.0,False,,3288,342.0
2025-05-28,Wednesday,Chocolate Rellena,178,142,36,0,24,9.0,False,,3408,324.0
2025-05-29,Thursday,Chocolate Rellena,178,151,27,0,24,9.0,False,,3624,243.0
2025-05-30,Friday,Chocolate Rellena,175,175,0,102,24,9.0,False,Quincena,4200,0.0
2025-05-31,Saturday,Chocolate Rellena,180,180,0,127,24,9.0,False,Quincena,4320,0.0
2025-06-01,Sunday,Chocolate Rellena,191,191,0,51,24,9.0,False,Quincena,4584,0.0
2025-06-02,Monday,Chocolate Rellena,196,111,85,0,24,9.0,False,,2664,765.0
2025-06-03,Tuesday,Chocolate Rellena,195,147,48,0,24,9.0,False,,3528,432.0
2025-06-04,Wednesday,Chocolate Rellena,197,157,40,0,24,9.0,False,,3768,360.0
2025-06-05,Thursday,Chocolate Rellena,199,167,32,0,24,9.0,False,,4008,288.0
2025-06-06,Friday,Chocolate Rellena,201,201,0,325,24,9.0,False,Día Nacional de la Dona,4824,0.0
2025-06-07,Saturday,Chocolate Rellena,237,237,0,45,24,9.0,False,,5688,0.0
2025-06-08,Sunday,Chocolate Rellena,233,212,21,0,24,9.0,False,,5088,189.0
2025-06-09,Monday,Chocolate Rellena,229,111,118,0,24,9.0,False,,2664,1062.0
2025-06-10,Tuesday,Chocolate Rellena,229,131,98,0,24,9.0,False,,3144,882.0
2025-06-11,Wednesday,Chocolate Rellena,227,154,73,0,24,9.0,False,,3696,657.0
2025-06-12,Thursday,Chocolate Rellena,226,155,71,0,24,9.0,False,,3720,639.0
2025-06-13,Friday,Chocolate Rellena,224,224,0,2,24,9.0,False,,5376,0.0
2025-06-14,Saturday,Chocolate Rellena,182,182,0,88,24,9.0,False,,4368,0.0
2025-06-15,Sunday,Chocolate Rellena,180,180,0,89,24,9.0,False,Quincena,4320,0.0
2025-06-16,Monday,Chocolate Rellena,188,101,87,0,24,9.0,False,,2424,783.0
2025-06-17,Tuesday,Chocolate Rellena,187,132,55,0,24,9.0,False,,3168,495.0
2025-06-18,Wednesday,Chocolate Rellena,187,136,51,0,24,9.0,False,,3264,459.0
2025-06-19,Thursday,Chocolate Rellena,184,162,22,0,24,9.0,False,,3888,198.0
2025-06-20,Friday,Chocolate Rellena,185,185,0,8,24,9.0,False,,4440,0.0
2025-06-21,Saturday,Chocolate Rellena,180,180,0,49,24,9.0,False,,4320,0.0
2025-06-22,Sunday,Chocolate Rellena,175,175,0,115,24,9.0,True,,4200,0.0
2025-06-23,Monday,Chocolate Rellena,178,121,57,0,24,9.0,False,,2904,513.0
2025-06-24,Tuesday,Chocolate Rellena,180,149,31,0,24,9.0,False,,3576,279.0
2025-06-25,Wednesday,Chocolate Rellena,183,142,41,0,24,9.0,False,,3408,369.0
2025-06-26,Thursday,Chocolate Rellena,184,158,26,0,24,9.0,False,,3792,234.0
2025-06-27,Friday,Chocolate Rellena,183,183,0,55,24,9.0,False,,4392,0.0
2025-06-28,Saturday,Chocolate Rellena,190,190,0,90,24,9.0,False,,4560,0.0
2025-06-29,Sunday,Chocolate Rellena,197,197,0,22,24,9.0,False,,4728,0.0
2025-06-30,Monday,Chocolate Rellena,187,124,63,0,24,9.0,False,Quincena,2976,567.0
2025-07-01,Tuesday,Chocolate Rellena,187,149,38,0,24,9.0,False,Quincena,3576,342.0
2025-07-02,Wednesday,Chocolate Rellena,187,146,41,0,24,9.0,False,,3504,369.0
2025-07-03,Thursday,Chocolate Rellena,188,170,18,0,24,9.0,False,,4080,162.0
2025-07-04,Friday,Chocolate Rellena,189,189,0,17,24,9.0,False,,4536,0.0
2025-07-05,Saturday,Chocolate Rellena,185,185,0,82,24,9.0,False,,4440,0.0
2025-07-06,Sunday,Chocolate Rellena,183,183,0,24,24,9.0,False,,4392,0.0
2025-07-07,Monday,Chocolate Rellena,181,119,62,0,24,9.0,False,,2856,558.0
2025-07-08,Tuesday,Chocolate Rellena,181,155,26,0,24,9.0,False,,3720,234.0
2025-07-09,Wednesday,Chocolate Rellena,181,151,30,0,24,9.0,False,,3624,270.0
2025-07-10,Thursday,Chocolate Rellena,182,150,32,0,24,9.0,False,,3600,288.0
2025-07-11,Friday,Chocolate Rellena,179,179,0,24,24,9.0,False,,4296,0.0
2025-07-12,Saturday,Chocolate Rellena,179,179,0,69,24,9.0,False,,4296,0.0
2025-07-13,Sunday,Chocolate Rellena,176,176,0,41,24,9.0,False,,4224,0.0
2025-07-14,Monday,Chocolate Rellena,178,117,61,0,24,9.0,False,,2808,549.0
2025-07-15,Tuesday,Chocolate Rellena,177,175,2,0,24,9.0,False,Quincena,4200,18.0
2025-07-16,Wednesday,Chocolate Rellena,180,157,23,0,24,9.0,False,,3768,207.0
2025-07-17,Thursday,Chocolate Rellena,181,169,12,0,24,9.0,False,,4056,108.0
2025-07-18,Friday,Chocolate Rellena,184,184,0,25,24,9.0,False,,4416,0.0
2025-07-19,Saturday,Chocolate Rellena,185,185,0,58,24,9.0,False,,4440,0.0
2025-07-20,Sunday,Chocolate Rellena,184,184,0,44,24,9.0,False,,4416,0.0
2025-07-21,Monday,Chocolate Rellena,185,128,57,0,24,9.0,False,,3072,513.0
2025-07-22,Tuesday,Chocolate Rellena,187,157,30,0,24,9.0,False,,3768,270.0
2025-07-23,Wednesday,Chocolate Rellena,184,175,9,0,24,9.0,False,,4200,81.0
2025-07-24,Thursday,Chocolate Rellena,187,173,14,0,24,9.0,False,,4152,126.0
2025-07-25,Friday,Chocolate Rellena,188,188,0,111,24,9.0,True,,4512,0.0
2025-07-26,Saturday,Chocolate Rellena,200,200,0,36,24,9.0,False,,4800,0.0
2025-07-27,Sunday,Chocolate Rellena,199,199,0,18,24,9.0,False,,4776,0.0
2025-07-28,Monday,Chocolate Rellena,198,131,67,0,24,9.0,True,,3144,603.0
2025-07-29,Tuesday,Chocolate Rellena,198,133,65,0,24,9.0,False,,3192,585.0
2025-07-30,Wednesday,Chocolate Rellena,195,170,25,0,24,9.0,False,Quincena,4080,225.0
2025-07-31,Thursday,Chocolate Rellena,194,188,6,0,24,9.0,False,Quincena,4512,54.0
2025-08-01,Friday,Chocolate Rellena,196,196,0,28,24,9.0,False,Quincena,4704,0.0
2025-08-02,Saturday,Chocolate Rellena,186,186,0,38,24,9.0,False,,4464,0.0
2025-08-03,Sunday,Chocolate Rellena,184,184,0,53,24,9.0,False,,4416,0.0
2025-08-04,Monday,Chocolate Rellena,187,104,83,0,24,9.0,False,,2496,747.0
2025-08-05,Tuesday,Chocolate Rellena,183,148,35,0,24,9.0,False,,3552,315.0
2025-08-06,Wednesday,Chocolate Rellena,185,148,37,0,24,9.0,False,,3552,333.0
2025-08-07,Thursday,Chocolate Rellena,182,159,23,0,24,9.0,False,,3816,207.0
2025-08-08,Friday,Chocolate Rellena,178,178,0,35,24,9.0,False,,4272,0.0
2025-08-09,Saturday,Chocolate Rellena,176,176,0,91,24,9.0,False,,4224,0.0
2025-08-10,Sunday,Chocolate Rellena,182,182,0,37,24,9.0,False,,4368,0.0
2025-08-11,Monday,Chocolate Rellena,180,118,62,0,24,9.0,False,,2832,558.0
2025-08-12,Tuesday,Chocolate Rellena,182,153,29,0,24,9.0,False,,3672,261.0
